"No.","Time","Source","Destination","Protocol","Length","Info"
"2855","12.334933","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2856","12.334933","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2857","12.335260","192.168.1.8","118.98.109.79","UDP","80","54407  >  443 Len=38"
"2858","12.335544","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"2859","12.341593","192.168.1.8","52.98.33.226","TCP","54","62046  >  443 [ACK] Seq=2408 Ack=5174 Win=64788 Len=0"
"2860","12.349262","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2861","12.349262","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2862","12.349262","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2863","12.349262","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2864","12.349262","52.98.33.226","192.168.1.8","TLSv1.3","964","Application Data"
"2865","12.349262","52.98.33.226","192.168.1.8","TLSv1.3","85","Application Data"
"2866","12.349262","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2867","12.349262","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2868","12.349262","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2869","12.349262","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2870","12.349262","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2871","12.349262","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2872","12.349262","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2873","12.349262","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2874","12.349262","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2875","12.349262","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2876","12.349262","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2877","12.349262","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2878","12.349262","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2879","12.349262","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2880","12.349262","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2881","12.349441","192.168.1.8","52.98.33.226","TCP","54","62046  >  443 [ACK] Seq=2408 Ack=6115 Win=65340 Len=0"
"2882","12.349903","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"2883","12.351688","192.168.1.8","118.98.109.79","UDP","76","54407  >  443 Len=34"
"2884","12.353323","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2885","12.353323","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2886","12.353323","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2887","12.353323","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2888","12.353323","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2889","12.353323","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2890","12.353323","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2891","12.353323","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2892","12.353323","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2893","12.353323","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2894","12.353323","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2895","12.353323","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2896","12.353323","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2897","12.353323","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2898","12.353323","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2899","12.353323","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2900","12.353323","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2901","12.353323","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2902","12.353323","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2903","12.353323","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2904","12.353323","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2905","12.353323","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2906","12.353323","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2907","12.353323","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2908","12.353982","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"2909","12.354419","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"2910","12.355733","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2911","12.355733","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2912","12.355733","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2913","12.355733","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2914","12.355733","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2915","12.355733","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2916","12.355733","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2917","12.355733","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2918","12.355733","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2919","12.355733","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2920","12.355733","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2921","12.355733","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2922","12.355733","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2923","12.355733","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2924","12.356029","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"2925","12.356270","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"2926","12.359878","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2927","12.359878","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2928","12.359878","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2929","12.359878","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2930","12.359878","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2931","12.359878","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2932","12.359878","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2933","12.359878","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2934","12.359878","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2935","12.359878","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2936","12.359878","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2937","12.359878","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2938","12.359878","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2939","12.359878","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2940","12.359878","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2941","12.359878","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2942","12.359878","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2943","12.359878","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2944","12.359878","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2945","12.359878","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2946","12.359878","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2947","12.359878","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2948","12.360359","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"2949","12.360650","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"2950","12.360842","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"2951","12.361306","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2952","12.361306","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2953","12.361306","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2954","12.361306","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2955","12.361306","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2956","12.361306","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2957","12.361306","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2958","12.361306","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2959","12.361306","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2960","12.361306","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2961","12.361688","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"2962","12.365284","118.98.109.79","192.168.1.8","UDP","971","443  >  54407 Len=929"
"2963","12.365748","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"2964","12.407414","52.98.33.226","192.168.1.8","TLSv1.3","287","Application Data"
"2965","12.458137","192.168.1.8","52.98.33.226","TCP","54","62046  >  443 [ACK] Seq=2408 Ack=6348 Win=65107 Len=0"
"2966","13.207598","43.250.0.199","192.168.1.8","TLSv1.2","85","Encrypted Alert"
"2967","13.207598","43.250.0.199","192.168.1.8","TCP","54","443  >  61977 [FIN, ACK] Seq=32 Ack=1 Win=42108 Len=0"
"2968","13.207660","192.168.1.8","43.250.0.199","TCP","54","61977  >  443 [ACK] Seq=1 Ack=33 Win=65309 Len=0"
"2969","14.161955","43.250.0.199","192.168.1.8","TLSv1.2","85","Encrypted Alert"
"2970","14.161955","43.250.0.199","192.168.1.8","TCP","54","443  >  61975 [FIN, ACK] Seq=32 Ack=1 Win=42108 Len=0"
"2971","14.162076","192.168.1.8","43.250.0.199","TCP","54","61975  >  443 [ACK] Seq=1 Ack=33 Win=65309 Len=0"
"2972","15.242077","192.168.1.8","118.98.109.79","UDP","941","54407  >  443 Len=899"
"2973","15.247863","118.98.109.79","192.168.1.8","UDP","71","443  >  54407 Len=29"
"2974","15.247863","118.98.109.79","192.168.1.8","UDP","166","443  >  54407 Len=124"
"2975","15.247863","118.98.109.79","192.168.1.8","UDP","1287","443  >  54407 Len=1245"
"2976","15.248582","192.168.1.8","118.98.109.79","UDP","78","54407  >  443 Len=36"
"2977","15.249858","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"2978","15.250218","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2979","15.250218","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2980","15.250218","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2981","15.250218","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2982","15.250218","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2983","15.250218","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2984","15.250218","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2985","15.250218","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2986","15.250218","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2987","15.250218","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2988","15.250218","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2989","15.250218","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2990","15.250218","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2991","15.250675","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"2992","15.252134","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"2993","15.266794","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2994","15.266794","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2995","15.266794","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2996","15.266794","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2997","15.266794","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2998","15.266794","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2999","15.266794","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3000","15.266794","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3001","15.266794","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3002","15.266794","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3003","15.266794","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3004","15.266794","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3005","15.266794","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3006","15.266794","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3007","15.266794","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3008","15.266794","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3009","15.266794","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3010","15.266794","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3011","15.266794","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3012","15.266794","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3013","15.266794","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3014","15.266794","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3015","15.267400","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"3016","15.267708","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"3017","15.269782","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3018","15.269782","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3019","15.269782","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3020","15.269782","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3021","15.269782","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3022","15.269782","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3023","15.269782","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3024","15.269782","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3025","15.269782","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3026","15.269782","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3027","15.269782","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3028","15.269782","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3029","15.269782","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3030","15.269782","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3031","15.269782","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3032","15.269782","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3033","15.269782","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3034","15.269782","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3035","15.269782","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3036","15.269782","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3037","15.270127","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"3038","15.270603","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"3039","15.277792","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3040","15.277792","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3041","15.277792","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3042","15.277792","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3043","15.277792","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3044","15.277792","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3045","15.277792","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3046","15.277792","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3047","15.277792","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3048","15.277792","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3049","15.277792","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3050","15.277792","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3051","15.277792","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3052","15.277792","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3053","15.277792","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3054","15.277792","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3055","15.277792","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3056","15.277792","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3057","15.277792","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3058","15.277792","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3059","15.277792","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3060","15.277792","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"3061","15.278311","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"3062","15.278603","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
