"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","54.241.194.76","192.168.1.8","TLSv1.2","100","Application Data"
"2","0.000000","54.241.194.76","192.168.1.8","TLSv1.2","85","Encrypted Alert"
"3","0.000000","52.18.172.54","192.168.1.8","TLSv1.2","100","Application Data"
"4","0.000000","52.18.172.54","192.168.1.8","TLSv1.2","85","Encrypted Alert"
"5","0.000000","52.18.172.54","192.168.1.8","TCP","54","443  >  62015 [FIN, ACK] Seq=78 Ack=1 Win=28944 Len=0"
"6","0.000097","192.168.1.8","54.241.194.76","TCP","54","62016  >  443 [ACK] Seq=1 Ack=79 Win=64501 Len=0"
"7","0.000165","192.168.1.8","52.18.172.54","TCP","54","62015  >  443 [ACK] Seq=1 Ack=79 Win=64513 Len=0"
"8","0.000322","192.168.1.8","54.241.194.76","TCP","54","62016  >  443 [FIN, ACK] Seq=1 Ack=79 Win=64501 Len=0"
"9","0.000520","192.168.1.8","52.18.172.54","TCP","54","62015  >  443 [FIN, ACK] Seq=1 Ack=79 Win=64513 Len=0"
"10","0.029464","52.11.37.209","192.168.1.8","TLSv1.2","100","Application Data"
"11","0.029464","52.11.37.209","192.168.1.8","TLSv1.2","85","Encrypted Alert"
"12","0.029549","192.168.1.8","52.11.37.209","TCP","54","59617  >  443 [ACK] Seq=1 Ack=79 Win=65263 Len=0"
"13","0.029734","192.168.1.8","52.11.37.209","TCP","54","59617  >  443 [FIN, ACK] Seq=1 Ack=79 Win=65263 Len=0"
"14","0.047055","18.140.168.9","192.168.1.8","TLSv1.2","85","Encrypted Alert"
"15","0.091092","192.168.1.8","18.140.168.9","TCP","54","59618  >  443 [ACK] Seq=1 Ack=32 Win=65309 Len=0"
"16","0.173941","3.229.229.140","192.168.1.8","TLSv1.2","100","Application Data"
"17","0.173941","3.229.229.140","192.168.1.8","TLSv1.2","85","Encrypted Alert"
"18","0.173941","3.229.229.140","192.168.1.8","TCP","54","443  >  62018 [FIN, ACK] Seq=78 Ack=1 Win=28944 Len=0"
"19","0.174006","192.168.1.8","3.229.229.140","TCP","54","62018  >  443 [ACK] Seq=1 Ack=79 Win=64967 Len=0"
"20","0.174215","192.168.1.8","3.229.229.140","TCP","54","62018  >  443 [FIN, ACK] Seq=1 Ack=79 Win=64967 Len=0"
"21","0.201758","54.241.194.76","192.168.1.8","TCP","54","443  >  62016 [ACK] Seq=79 Ack=2 Win=28885 Len=0"
"22","0.207904","52.18.172.54","192.168.1.8","TCP","54","443  >  62015 [ACK] Seq=79 Ack=2 Win=28944 Len=0"
"23","0.249832","52.11.37.209","192.168.1.8","TCP","54","443  >  59617 [ACK] Seq=79 Ack=2 Win=30016 Len=0"
"24","0.291972","52.223.40.198","192.168.1.8","TLSv1.2","100","Application Data"
"25","0.291972","52.223.40.198","192.168.1.8","TLSv1.2","85","Encrypted Alert"
"26","0.291972","54.255.51.206","192.168.1.8","TLSv1.2","100","Application Data"
"27","0.291972","52.223.40.198","192.168.1.8","TCP","54","443  >  59612 [FIN, ACK] Seq=78 Ack=1 Win=65535 Len=0"
"28","0.291972","54.255.51.206","192.168.1.8","TLSv1.2","85","Encrypted Alert"
"29","0.292058","192.168.1.8","52.223.40.198","TCP","54","59612  >  443 [ACK] Seq=1 Ack=79 Win=65263 Len=0"
"30","0.292121","192.168.1.8","54.255.51.206","TCP","54","65192  >  443 [ACK] Seq=1 Ack=79 Win=65110 Len=0"
"31","0.292386","192.168.1.8","54.255.51.206","TCP","54","65192  >  443 [FIN, ACK] Seq=1 Ack=79 Win=65110 Len=0"
"32","0.292651","192.168.1.8","52.223.40.198","TCP","54","59612  >  443 [FIN, ACK] Seq=1 Ack=79 Win=65263 Len=0"
"33","0.298102","192.168.1.5","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"34","0.313756","54.255.51.206","192.168.1.8","TCP","54","443  >  65192 [ACK] Seq=79 Ack=2 Win=30016 Len=0"
"35","0.321632","52.223.40.198","192.168.1.8","TCP","54","443  >  59612 [ACK] Seq=79 Ack=2 Win=65535 Len=0"
"36","0.410037","192.168.1.5","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"37","0.432803","3.229.229.140","192.168.1.8","TCP","54","443  >  62018 [ACK] Seq=79 Ack=2 Win=28944 Len=0"
"38","0.519858","35.213.12.39","192.168.1.8","TLSv1.2","85","Encrypted Alert"
"39","0.519858","35.213.12.39","192.168.1.8","TCP","54","443  >  62030 [FIN, ACK] Seq=32 Ack=1 Win=64706 Len=0"
"40","0.520005","192.168.1.8","35.213.12.39","TCP","54","62030  >  443 [ACK] Seq=1 Ack=33 Win=64143 Len=0"
"41","0.724402","192.168.1.5","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"42","1.065646","zte_e6:1a:d0","IntelCor_dc:51:9a","ARP","42","Who has 192.168.1.8? Tell 192.168.1.1"
"43","1.065675","IntelCor_dc:51:9a","zte_e6:1a:d0","ARP","42","192.168.1.8 is at 14:85:7f:dc:51:9a"
"44","1.090474","52.192.40.120","192.168.1.8","TLSv1.2","100","Application Data"
"45","1.090474","52.192.40.120","192.168.1.8","TLSv1.2","85","Encrypted Alert"
"46","1.090548","192.168.1.8","52.192.40.120","TCP","54","62004  >  443 [ACK] Seq=1 Ack=79 Win=64801 Len=0"
"47","1.090854","192.168.1.8","52.192.40.120","TCP","54","62004  >  443 [FIN, ACK] Seq=1 Ack=79 Win=64801 Len=0"
"48","1.148779","54.151.214.89","192.168.1.8","TCP","54","443  >  65167 [FIN, ACK] Seq=1 Ack=1 Win=31317 Len=0"
"49","1.148844","192.168.1.8","54.151.214.89","TCP","54","65167  >  443 [ACK] Seq=1 Ack=2 Win=65309 Len=0"
"50","1.192303","52.192.40.120","192.168.1.8","TCP","54","443  >  62004 [ACK] Seq=79 Ack=2 Win=55176 Len=0"
"51","1.460576","192.168.1.8","172.253.118.91","UDP","779","55071  >  443 Len=737"
"52","1.486728","172.253.118.91","192.168.1.8","UDP","73","443  >  55071 Len=31"
"53","1.488337","172.253.118.91","192.168.1.8","UDP","118","443  >  55071 Len=76"
"54","1.488337","172.253.118.91","192.168.1.8","UDP","68","443  >  55071 Len=26"
"55","1.488846","192.168.1.8","172.253.118.91","UDP","80","55071  >  443 Len=38"
"56","1.492308","192.168.1.8","35.201.71.81","UDP","376","56576  >  443 Len=334"
"57","1.501414","192.168.1.8","172.253.118.91","UDP","75","55071  >  443 Len=33"
"58","1.511615","35.201.71.81","192.168.1.8","UDP","69","443  >  56576 Len=27"
"59","1.514234","172.253.118.91","192.168.1.8","UDP","68","443  >  55071 Len=26"
"60","1.525096","35.201.71.81","192.168.1.8","UDP","391","443  >  56576 Len=349"
"61","1.525647","192.168.1.8","35.201.71.81","UDP","77","56576  >  443 Len=35"
"62","1.566961","35.201.71.81","192.168.1.8","UDP","67","443  >  56576 Len=25"
"63","2.018217","192.168.1.8","118.98.109.79","UDP","858","54407  >  443 Len=816"
"64","2.062032","192.168.1.8","118.98.109.79","UDP","858","54407  >  443 Len=816"
"65","2.062242","118.98.109.79","192.168.1.8","UDP","70","443  >  54407 Len=28"
"66","2.062242","118.98.109.79","192.168.1.8","UDP","164","443  >  54407 Len=122"
"67","2.062242","118.98.109.79","192.168.1.8","UDP","1287","443  >  54407 Len=1245"
"68","2.062242","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"69","2.062242","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"70","2.062242","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"71","2.062242","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"72","2.062242","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"73","2.062242","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"74","2.062242","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"75","2.062242","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"76","2.062242","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"77","2.062242","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"78","2.062242","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"79","2.062242","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"80","2.062242","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"81","2.062242","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"82","2.062242","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"83","2.062242","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"84","2.062242","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"85","2.062242","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"86","2.062242","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"87","2.062242","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"88","2.062242","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"89","2.062242","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"90","2.062242","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"91","2.062242","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"92","2.062242","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"93","2.062242","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"94","2.062242","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"95","2.062242","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"96","2.062242","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"97","2.062714","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"98","2.062714","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"99","2.062714","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"100","2.062714","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"101","2.062714","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"102","2.062714","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"103","2.062714","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"104","2.062714","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"105","2.062714","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"106","2.062714","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"107","2.062714","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"108","2.062714","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"109","2.062714","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"110","2.062714","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"111","2.062714","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"112","2.062714","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"113","2.062714","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"114","2.062714","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"115","2.062714","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"116","2.063705","192.168.1.8","118.98.109.79","UDP","78","54407  >  443 Len=36"
"117","2.064852","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"118","2.065226","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"119","2.065547","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"120","2.066242","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"121","2.066944","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"122","2.066944","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"123","2.066944","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"124","2.066944","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"125","2.066944","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"126","2.066944","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"127","2.066944","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"128","2.066944","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"129","2.066944","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"130","2.066944","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"131","2.066944","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"132","2.066944","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"133","2.066944","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"134","2.066944","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"135","2.067451","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"136","2.067725","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"137","2.067854","192.168.1.8","118.98.109.79","UDP","77","54407  >  443 Len=35"
"138","2.072938","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"139","2.072938","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"140","2.072938","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"141","2.072938","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"142","2.072938","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"143","2.072938","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"144","2.072938","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"145","2.072938","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"146","2.072938","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"147","2.072938","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"148","2.072938","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"149","2.072938","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"150","2.073569","192.168.1.8","118.98.109.79","UDP","76","54407  >  443 Len=34"
"151","2.073970","192.168.1.8","118.98.109.79","UDP","76","54407  >  443 Len=34"
"152","2.074104","192.168.1.8","118.98.109.79","UDP","76","54407  >  443 Len=34"
"153","2.075273","192.168.1.8","118.98.109.79","UDP","77","54407  >  443 Len=35"
"154","2.075570","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"155","2.075570","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"156","2.075570","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"157","2.075570","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"158","2.075570","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"159","2.075570","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"160","2.075570","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"161","2.075570","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"162","2.075570","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"163","2.076580","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"164","2.076580","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"165","2.076580","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"166","2.076580","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"167","2.076580","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"168","2.076580","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"169","2.076580","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"170","2.076856","192.168.1.8","118.98.109.79","UDP","76","54407  >  443 Len=34"
"171","2.077135","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"172","2.078259","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"173","2.078259","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"174","2.078259","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"175","2.078259","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"176","2.078259","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"177","2.078259","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"178","2.078259","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"179","2.078527","192.168.1.8","118.98.109.79","UDP","76","54407  >  443 Len=34"
"180","2.078962","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"181","2.080409","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"182","2.080409","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"183","2.080409","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"184","2.080409","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"185","2.080409","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"186","2.080409","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"187","2.080409","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"188","2.080671","192.168.1.8","118.98.109.79","UDP","76","54407  >  443 Len=34"
"189","2.081929","192.168.1.8","118.98.109.79","UDP","77","54407  >  443 Len=35"
"190","2.084251","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"191","2.084251","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"192","2.084251","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"193","2.084251","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"194","2.084251","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"195","2.084251","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"196","2.084251","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"197","2.084251","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"198","2.084251","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"199","2.084251","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"200","2.084251","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"201","2.084251","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"202","2.084251","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"203","2.084251","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"204","2.084251","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"205","2.084251","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"206","2.084747","192.168.1.8","118.98.109.79","UDP","76","54407  >  443 Len=34"
"207","2.085147","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"208","2.085147","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"209","2.085147","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"210","2.085147","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"211","2.085147","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"212","2.085381","192.168.1.8","118.98.109.79","UDP","77","54407  >  443 Len=35"
"213","2.085602","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"214","2.085602","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"215","2.085602","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"216","2.090032","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"217","2.090032","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"218","2.090032","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"219","2.090032","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"220","2.090032","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"221","2.090032","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"222","2.090032","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"223","2.090032","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"224","2.090032","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"225","2.090032","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"226","2.090032","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"227","2.090598","192.168.1.8","118.98.109.79","UDP","77","54407  >  443 Len=35"
"228","2.091211","192.168.1.8","118.98.109.79","UDP","77","54407  >  443 Len=35"
"229","2.092750","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"230","2.092750","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"231","2.092750","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"232","2.092750","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"233","2.092750","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"234","2.092750","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"235","2.092750","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"236","2.092750","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"237","2.092750","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"238","2.092750","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"239","2.092750","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"240","2.092750","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"241","2.092750","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"242","2.093296","192.168.1.8","118.98.109.79","UDP","82","54407  >  443 Len=40"
"243","2.094060","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"244","2.094060","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"245","2.094060","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"246","2.094060","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"247","2.094060","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"248","2.094060","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"249","2.094060","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"250","2.094060","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"251","2.094060","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"252","2.094060","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"253","2.094060","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"254","2.094060","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"255","2.094447","192.168.1.8","118.98.109.79","UDP","77","54407  >  443 Len=35"
"256","2.095592","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"257","2.095592","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"258","2.095592","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"259","2.095592","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"260","2.095592","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"261","2.095592","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"262","2.095592","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"263","2.095592","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"264","2.095823","192.168.1.8","118.98.109.79","UDP","77","54407  >  443 Len=35"
"265","2.097087","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"266","2.097087","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"267","2.097087","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"268","2.097087","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"269","2.097087","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"270","2.097087","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"271","2.097087","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"272","2.097087","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"273","2.097297","192.168.1.8","118.98.109.79","UDP","77","54407  >  443 Len=35"
"274","2.099262","192.168.1.8","118.98.109.79","UDP","78","54407  >  443 Len=36"
"275","2.099893","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"276","2.099893","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"277","2.099893","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"278","2.099893","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"279","2.099893","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"280","2.099893","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"281","2.099893","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"282","2.099893","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"283","2.099893","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"284","2.099893","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"285","2.099893","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"286","2.100218","192.168.1.8","118.98.109.79","UDP","77","54407  >  443 Len=35"
"287","2.100959","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"288","2.100959","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"289","2.100959","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"290","2.100959","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"291","2.100959","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"292","2.100959","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"293","2.100959","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"294","2.100959","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"295","2.100959","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"296","2.101264","192.168.1.8","118.98.109.79","UDP","77","54407  >  443 Len=35"
"297","2.102921","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
